,Unnamed: 0,Time.results.were.received,MD5.hash.of.participant.s.IP.address,Controller.name,Item.number,Element.number,Type,Group.Ibex,PennElementType,PennElementName,Parameter,Value,EventTime,ID,Study,SentNumber,WhichCategory,Matrix,Subject,Predicate,SentType,Negation,CompTruth,SubStat,Token,MatchingCategory,MismatchingCategory,Group,Comments,study,order,goal,Verb
2174,2175,1587090981,ab6f2961a2024fde609ecbe086ca90ad,PennController,33,1,test,,PennController,34,_Trial_,Start,1587090934551.0,17374,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,oranges,fruits,insects,B,,cb,2,none,say
2175,2176,1587090981,ab6f2961a2024fde609ecbe086ca90ad,PennController,33,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587090935017.0,17374,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,oranges,fruits,insects,B,,cb,2,none,say
2176,2177,1587090981,ab6f2961a2024fde609ecbe086ca90ad,PennController,33,1,test,,PennController,34,_Trial_,End,1587090935018.0,17374,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,oranges,fruits,insects,B,,cb,2,none,say
2186,2187,1587090981,ab6f2961a2024fde609ecbe086ca90ad,PennController,32,1,test,,PennController,33,_Trial_,Start,1587090947221.0,17374,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,vultures,birds,reptiles,B,,cb,2,none,say
2187,2188,1587090981,ab6f2961a2024fde609ecbe086ca90ad,PennController,32,1,test,,Selector,unnamed-Selector,Selection,Agree,1587090948449.0,17374,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,vultures,birds,reptiles,B,,cb,2,none,say
2188,2189,1587090981,ab6f2961a2024fde609ecbe086ca90ad,PennController,32,1,test,,PennController,33,_Trial_,End,1587090948450.0,17374,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,vultures,birds,reptiles,B,,cb,2,none,say
2190,2191,1587090981,ab6f2961a2024fde609ecbe086ca90ad,PennController,30,1,test,,PennController,31,_Trial_,Start,1587090950951.0,17374,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,pigeons,birds,reptiles,B,,cb,2,none,say
2191,2192,1587090981,ab6f2961a2024fde609ecbe086ca90ad,PennController,30,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587090953217.0,17374,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,pigeons,birds,reptiles,B,,cb,2,none,say
2192,2193,1587090981,ab6f2961a2024fde609ecbe086ca90ad,PennController,30,1,test,,PennController,31,_Trial_,End,1587090953218.0,17374,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,pigeons,birds,reptiles,B,,cb,2,none,say
2194,2195,1587090981,ab6f2961a2024fde609ecbe086ca90ad,PennController,31,1,test,,PennController,32,_Trial_,Start,1587090955741.0,17374,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,kiwis,fruits,insects,B,,cb,2,none,say
2195,2196,1587090981,ab6f2961a2024fde609ecbe086ca90ad,PennController,31,1,test,,Selector,unnamed-Selector,Selection,Agree,1587090956945.0,17374,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,kiwis,fruits,insects,B,,cb,2,none,say
2196,2197,1587090981,ab6f2961a2024fde609ecbe086ca90ad,PennController,31,1,test,,PennController,32,_Trial_,End,1587090956946.0,17374,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,kiwis,fruits,insects,B,,cb,2,none,say
2274,2275,1587093143,c9de4a625eae444fd21abac85f8bf84f,PennController,35,1,test,,PennController,36,_Trial_,Start,1587093058871.0,18661,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,monkeys,mammals,fruit,C,,cb,2,none,say
2275,2276,1587093143,c9de4a625eae444fd21abac85f8bf84f,PennController,35,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587093060384.0,18661,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,monkeys,mammals,fruit,C,,cb,2,none,say
2276,2277,1587093143,c9de4a625eae444fd21abac85f8bf84f,PennController,35,1,test,,PennController,36,_Trial_,End,1587093060386.0,18661,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,monkeys,mammals,fruit,C,,cb,2,none,say
2298,2299,1587093143,c9de4a625eae444fd21abac85f8bf84f,PennController,31,1,test,,PennController,32,_Trial_,Start,1587093083100.0,18661,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,oranges,fruits,insects,C,,cb,2,none,say
2299,2300,1587093143,c9de4a625eae444fd21abac85f8bf84f,PennController,31,1,test,,Selector,unnamed-Selector,Selection,Agree,1587093084467.0,18661,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,oranges,fruits,insects,C,,cb,2,none,say
2300,2301,1587093143,c9de4a625eae444fd21abac85f8bf84f,PennController,31,1,test,,PennController,32,_Trial_,End,1587093084468.0,18661,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,oranges,fruits,insects,C,,cb,2,none,say
2306,2307,1587093143,c9de4a625eae444fd21abac85f8bf84f,PennController,33,1,test,,PennController,34,_Trial_,Start,1587093092435.0,18661,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,bears,mammals,fruit,C,,cb,2,none,say
2307,2308,1587093143,c9de4a625eae444fd21abac85f8bf84f,PennController,33,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587093094705.0,18661,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,bears,mammals,fruit,C,,cb,2,none,say
2308,2309,1587093143,c9de4a625eae444fd21abac85f8bf84f,PennController,33,1,test,,PennController,34,_Trial_,End,1587093094706.0,18661,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,bears,mammals,fruit,C,,cb,2,none,say
2314,2315,1587093143,c9de4a625eae444fd21abac85f8bf84f,PennController,32,1,test,,PennController,33,_Trial_,Start,1587093099958.0,18661,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,salmon,fishes,birds,C,,cb,2,none,say
2315,2316,1587093143,c9de4a625eae444fd21abac85f8bf84f,PennController,32,1,test,,Selector,unnamed-Selector,Selection,Agree,1587093102109.0,18661,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,salmon,fishes,birds,C,,cb,2,none,say
2316,2317,1587093143,c9de4a625eae444fd21abac85f8bf84f,PennController,32,1,test,,PennController,33,_Trial_,End,1587093102110.0,18661,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,salmon,fishes,birds,C,,cb,2,none,say
2322,2323,1587093143,c9de4a625eae444fd21abac85f8bf84f,PennController,30,1,test,,PennController,31,_Trial_,Start,1587093108698.0,18661,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,vultures,birds,reptiles,C,,cb,2,none,say
2323,2324,1587093143,c9de4a625eae444fd21abac85f8bf84f,PennController,30,1,test,,Selector,unnamed-Selector,Selection,Agree,1587093111286.0,18661,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,vultures,birds,reptiles,C,,cb,2,none,say
2324,2325,1587093143,c9de4a625eae444fd21abac85f8bf84f,PennController,30,1,test,,PennController,31,_Trial_,End,1587093111287.0,18661,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,vultures,birds,reptiles,C,,cb,2,none,say
2338,2339,1587093143,c9de4a625eae444fd21abac85f8bf84f,PennController,34,1,test,,PennController,35,_Trial_,Start,1587093122858.0,18661,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,tunas,fishes,birds,C,,cb,2,none,say
2339,2340,1587093143,c9de4a625eae444fd21abac85f8bf84f,PennController,34,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587093124150.0,18661,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,tunas,fishes,birds,C,,cb,2,none,say
2340,2341,1587093143,c9de4a625eae444fd21abac85f8bf84f,PennController,34,1,test,,PennController,35,_Trial_,End,1587093124151.0,18661,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,tunas,fishes,birds,C,,cb,2,none,say
2417,2418,1587136467,590ed7db67ca6076b298447e2072cea9,PennController,32,1,test,,PennController,33,_Trial_,Start,1587136395901.0,19813,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,tunas,fishes,birds,D,,cb,2,none,say
2418,2419,1587136467,590ed7db67ca6076b298447e2072cea9,PennController,32,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587136396374.0,19813,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,tunas,fishes,birds,D,,cb,2,none,say
2419,2420,1587136467,590ed7db67ca6076b298447e2072cea9,PennController,32,1,test,,PennController,33,_Trial_,End,1587136396375.0,19813,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,tunas,fishes,birds,D,,cb,2,none,say
2421,2422,1587136467,590ed7db67ca6076b298447e2072cea9,PennController,31,1,test,,PennController,32,_Trial_,Start,1587136398751.0,19813,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,bears,mammals,fruit,D,,cb,2,none,say
2422,2423,1587136467,590ed7db67ca6076b298447e2072cea9,PennController,31,1,test,,Selector,unnamed-Selector,Selection,Agree,1587136399987.0,19813,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,bears,mammals,fruit,D,,cb,2,none,say
2423,2424,1587136467,590ed7db67ca6076b298447e2072cea9,PennController,31,1,test,,PennController,32,_Trial_,End,1587136399988.0,19813,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,bears,mammals,fruit,D,,cb,2,none,say
2445,2446,1587136467,590ed7db67ca6076b298447e2072cea9,PennController,35,1,test,,PennController,36,_Trial_,Start,1587136418448.0,19813,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,cows,mammals,fruit,D,,cb,2,none,say
2446,2447,1587136467,590ed7db67ca6076b298447e2072cea9,PennController,35,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587136419171.0,19813,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,cows,mammals,fruit,D,,cb,2,none,say
2447,2448,1587136467,590ed7db67ca6076b298447e2072cea9,PennController,35,1,test,,PennController,36,_Trial_,End,1587136419172.0,19813,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,cows,mammals,fruit,D,,cb,2,none,say
2449,2450,1587136467,590ed7db67ca6076b298447e2072cea9,PennController,33,1,test,,PennController,34,_Trial_,Start,1587136421196.0,19813,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,monkeys,mammals,fruit,D,,cb,2,none,say
2450,2451,1587136467,590ed7db67ca6076b298447e2072cea9,PennController,33,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587136421610.0,19813,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,monkeys,mammals,fruit,D,,cb,2,none,say
2451,2452,1587136467,590ed7db67ca6076b298447e2072cea9,PennController,33,1,test,,PennController,34,_Trial_,End,1587136421611.0,19813,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,monkeys,mammals,fruit,D,,cb,2,none,say
2453,2454,1587136467,590ed7db67ca6076b298447e2072cea9,PennController,34,1,test,,PennController,35,_Trial_,Start,1587136423633.0,19813,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,trouts,fishes,birds,D,,cb,2,none,say
2454,2455,1587136467,590ed7db67ca6076b298447e2072cea9,PennController,34,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587136424384.0,19813,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,trouts,fishes,birds,D,,cb,2,none,say
2455,2456,1587136467,590ed7db67ca6076b298447e2072cea9,PennController,34,1,test,,PennController,35,_Trial_,End,1587136424386.0,19813,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,trouts,fishes,birds,D,,cb,2,none,say
2461,2462,1587136467,590ed7db67ca6076b298447e2072cea9,PennController,30,1,test,,PennController,31,_Trial_,Start,1587136431809.0,19813,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,salmon,fishes,birds,D,,cb,2,none,say
2462,2463,1587136467,590ed7db67ca6076b298447e2072cea9,PennController,30,1,test,,Selector,unnamed-Selector,Selection,Agree,1587136434229.0,19813,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,salmon,fishes,birds,D,,cb,2,none,say
2463,2464,1587136467,590ed7db67ca6076b298447e2072cea9,PennController,30,1,test,,PennController,31,_Trial_,End,1587136434230.0,19813,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,salmon,fishes,birds,D,,cb,2,none,say
2558,2559,1587145486,1caa2c575ff0a60f4810e35533297594,PennController,34,1,test,,PennController,35,_Trial_,Start,1587145412140.0,173004007,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,cobras,reptiles,mammals,E,,cb,2,none,say
2559,2560,1587145486,1caa2c575ff0a60f4810e35533297594,PennController,34,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587145413088.0,173004007,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,cobras,reptiles,mammals,E,,cb,2,none,say
2560,2561,1587145486,1caa2c575ff0a60f4810e35533297594,PennController,34,1,test,,PennController,35,_Trial_,End,1587145413090.0,173004007,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,cobras,reptiles,mammals,E,,cb,2,none,say
2562,2563,1587145486,1caa2c575ff0a60f4810e35533297594,PennController,31,1,test,,PennController,32,_Trial_,Start,1587145415469.0,173004007,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,monkeys,mammals,fruit,E,,cb,2,none,say
2563,2564,1587145486,1caa2c575ff0a60f4810e35533297594,PennController,31,1,test,,Selector,unnamed-Selector,Selection,Agree,1587145417262.0,173004007,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,monkeys,mammals,fruit,E,,cb,2,none,say
2564,2565,1587145486,1caa2c575ff0a60f4810e35533297594,PennController,31,1,test,,PennController,32,_Trial_,End,1587145417264.0,173004007,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,monkeys,mammals,fruit,E,,cb,2,none,say
2566,2567,1587145486,1caa2c575ff0a60f4810e35533297594,PennController,30,1,test,,PennController,31,_Trial_,Start,1587145419636.0,173004007,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,tunas,fishes,birds,E,,cb,2,none,say
2567,2568,1587145486,1caa2c575ff0a60f4810e35533297594,PennController,30,1,test,,Selector,unnamed-Selector,Selection,Agree,1587145422094.0,173004007,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,tunas,fishes,birds,E,,cb,2,none,say
2568,2569,1587145486,1caa2c575ff0a60f4810e35533297594,PennController,30,1,test,,PennController,31,_Trial_,End,1587145422095.0,173004007,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,tunas,fishes,birds,E,,cb,2,none,say
2578,2579,1587145486,1caa2c575ff0a60f4810e35533297594,PennController,32,1,test,,PennController,33,_Trial_,Start,1587145431035.0,173004007,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,trouts,fishes,birds,E,,cb,2,none,say
2579,2580,1587145486,1caa2c575ff0a60f4810e35533297594,PennController,32,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587145432025.0,173004007,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,trouts,fishes,birds,E,,cb,2,none,say
2580,2581,1587145486,1caa2c575ff0a60f4810e35533297594,PennController,32,1,test,,PennController,33,_Trial_,End,1587145432026.0,173004007,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,trouts,fishes,birds,E,,cb,2,none,say
2602,2603,1587145486,1caa2c575ff0a60f4810e35533297594,PennController,35,1,test,,PennController,36,_Trial_,Start,1587145453608.0,173004007,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,ticks,insects,fishes,E,,cb,2,none,say
2603,2604,1587145486,1caa2c575ff0a60f4810e35533297594,PennController,35,1,test,,Selector,unnamed-Selector,Selection,Agree,1587145454394.0,173004007,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,ticks,insects,fishes,E,,cb,2,none,say
2604,2605,1587145486,1caa2c575ff0a60f4810e35533297594,PennController,35,1,test,,PennController,36,_Trial_,End,1587145454395.0,173004007,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,ticks,insects,fishes,E,,cb,2,none,say
2618,2619,1587145486,1caa2c575ff0a60f4810e35533297594,PennController,33,1,test,,PennController,34,_Trial_,Start,1587145466521.0,173004007,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,cows,mammals,fruit,E,,cb,2,none,say
2619,2620,1587145486,1caa2c575ff0a60f4810e35533297594,PennController,33,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587145467105.0,173004007,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,cows,mammals,fruit,E,,cb,2,none,say
2620,2621,1587145486,1caa2c575ff0a60f4810e35533297594,PennController,33,1,test,,PennController,34,_Trial_,End,1587145467106.0,173004007,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,cows,mammals,fruit,E,,cb,2,none,say
2698,2699,1587147189,db5814f2eb7f2480aa54a0b78ad88630,PennController,33,1,test,,PennController,34,_Trial_,Start,1587147110687.0,18706,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,ticks,insects,fishes,F,,cb,2,none,say
2699,2700,1587147189,db5814f2eb7f2480aa54a0b78ad88630,PennController,33,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587147115110.0,18706,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,ticks,insects,fishes,F,,cb,2,none,say
2700,2701,1587147189,db5814f2eb7f2480aa54a0b78ad88630,PennController,33,1,test,,PennController,34,_Trial_,End,1587147115112.0,18706,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,ticks,insects,fishes,F,,cb,2,none,say
2710,2711,1587147189,db5814f2eb7f2480aa54a0b78ad88630,PennController,34,1,test,,PennController,35,_Trial_,Start,1587147124314.0,18706,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,tortoises,reptiles,mammals,F,,cb,2,none,say
2711,2712,1587147189,db5814f2eb7f2480aa54a0b78ad88630,PennController,34,1,test,,Selector,unnamed-Selector,Selection,Agree,1587147127242.0,18706,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,tortoises,reptiles,mammals,F,,cb,2,none,say
2712,2713,1587147189,db5814f2eb7f2480aa54a0b78ad88630,PennController,34,1,test,,PennController,35,_Trial_,End,1587147127243.0,18706,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,tortoises,reptiles,mammals,F,,cb,2,none,say
2738,2739,1587147189,db5814f2eb7f2480aa54a0b78ad88630,PennController,30,1,test,,PennController,31,_Trial_,Start,1587147154269.0,18706,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,trouts,fishes,birds,F,,cb,2,none,say
2739,2740,1587147189,db5814f2eb7f2480aa54a0b78ad88630,PennController,30,1,test,,Selector,unnamed-Selector,Selection,Agree,1587147155636.0,18706,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,trouts,fishes,birds,F,,cb,2,none,say
2740,2741,1587147189,db5814f2eb7f2480aa54a0b78ad88630,PennController,30,1,test,,PennController,31,_Trial_,End,1587147155637.0,18706,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,trouts,fishes,birds,F,,cb,2,none,say
2750,2751,1587147189,db5814f2eb7f2480aa54a0b78ad88630,PennController,35,1,test,,PennController,36,_Trial_,Start,1587147163756.0,18706,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,beetles,insects,fishes,F,,cb,2,none,say
2751,2752,1587147189,db5814f2eb7f2480aa54a0b78ad88630,PennController,35,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587147165658.0,18706,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,beetles,insects,fishes,F,,cb,2,none,say
2752,2753,1587147189,db5814f2eb7f2480aa54a0b78ad88630,PennController,35,1,test,,PennController,36,_Trial_,End,1587147165659.0,18706,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,beetles,insects,fishes,F,,cb,2,none,say
2754,2755,1587147189,db5814f2eb7f2480aa54a0b78ad88630,PennController,32,1,test,,PennController,33,_Trial_,Start,1587147167682.0,18706,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,cobras,reptiles,mammals,F,,cb,2,none,say
2755,2756,1587147189,db5814f2eb7f2480aa54a0b78ad88630,PennController,32,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587147168453.0,18706,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,cobras,reptiles,mammals,F,,cb,2,none,say
2756,2757,1587147189,db5814f2eb7f2480aa54a0b78ad88630,PennController,32,1,test,,PennController,33,_Trial_,End,1587147168454.0,18706,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,cobras,reptiles,mammals,F,,cb,2,none,say
2762,2763,1587147189,db5814f2eb7f2480aa54a0b78ad88630,PennController,31,1,test,,PennController,32,_Trial_,Start,1587147173693.0,18706,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,cows,mammals,fruit,F,,cb,2,none,say
2763,2764,1587147189,db5814f2eb7f2480aa54a0b78ad88630,PennController,31,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587147174795.0,18706,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,cows,mammals,fruit,F,,cb,2,none,say
2764,2765,1587147189,db5814f2eb7f2480aa54a0b78ad88630,PennController,31,1,test,,PennController,32,_Trial_,End,1587147174796.0,18706,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,cows,mammals,fruit,F,,cb,2,none,say
2834,2835,1587163729,1f091a55f64843d277cfcba26ab4a11c,PennController,35,1,test,,PennController,36,_Trial_,Start,1587163646380.0,18274,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,bees,insects,fishes,G,,cb,2,none,say
2835,2836,1587163729,1f091a55f64843d277cfcba26ab4a11c,PennController,35,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587163647338.0,18274,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,bees,insects,fishes,G,,cb,2,none,say
2836,2837,1587163729,1f091a55f64843d277cfcba26ab4a11c,PennController,35,1,test,,PennController,36,_Trial_,End,1587163647339.0,18274,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,bees,insects,fishes,G,,cb,2,none,say
2862,2863,1587163729,1f091a55f64843d277cfcba26ab4a11c,PennController,31,1,test,,PennController,32,_Trial_,Start,1587163673694.0,18274,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,ticks,insects,fishes,G,,cb,2,none,say
2863,2864,1587163729,1f091a55f64843d277cfcba26ab4a11c,PennController,31,1,test,,PennController,32,_Trial_,End,1587163675217.0,18274,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,ticks,insects,fishes,G,,cb,2,none,say
2864,2865,1587163729,1f091a55f64843d277cfcba26ab4a11c,PennController,31,1,test,,Selector,unnamed-Selector,Selection,Agree,1587163675217.0,18274,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,ticks,insects,fishes,G,,cb,2,none,say
2866,2867,1587163729,1f091a55f64843d277cfcba26ab4a11c,PennController,32,1,test,,PennController,33,_Trial_,Start,1587163677234.0,18274,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,tortoises,reptiles,mammals,G,,cb,2,none,say
2867,2868,1587163729,1f091a55f64843d277cfcba26ab4a11c,PennController,32,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587163677704.0,18274,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,tortoises,reptiles,mammals,G,,cb,2,none,say
2868,2869,1587163729,1f091a55f64843d277cfcba26ab4a11c,PennController,32,1,test,,PennController,33,_Trial_,End,1587163677705.0,18274,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,tortoises,reptiles,mammals,G,,cb,2,none,say
2870,2871,1587163729,1f091a55f64843d277cfcba26ab4a11c,PennController,30,1,test,,PennController,31,_Trial_,Start,1587163680078.0,18274,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,cobras,reptiles,mammals,G,,cb,2,none,say
2871,2872,1587163729,1f091a55f64843d277cfcba26ab4a11c,PennController,30,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587163685180.0,18274,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,cobras,reptiles,mammals,G,,cb,2,none,say
2872,2873,1587163729,1f091a55f64843d277cfcba26ab4a11c,PennController,30,1,test,,PennController,31,_Trial_,End,1587163685181.0,18274,CB,7,Mismatching,Zoologists don't say that,Token,Category,T1,1.0,0,expert,cobras,reptiles,mammals,G,,cb,2,none,say
2898,2899,1587163729,1f091a55f64843d277cfcba26ab4a11c,PennController,34,1,test,,PennController,35,_Trial_,Start,1587163708486.0,18274,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,pythons,reptiles,mammals,G,,cb,2,none,say
2899,2900,1587163729,1f091a55f64843d277cfcba26ab4a11c,PennController,34,1,test,,PennController,35,_Trial_,End,1587163709368.0,18274,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,pythons,reptiles,mammals,G,,cb,2,none,say
2900,2901,1587163729,1f091a55f64843d277cfcba26ab4a11c,PennController,34,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587163709368.0,18274,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,pythons,reptiles,mammals,G,,cb,2,none,say
2902,2903,1587163729,1f091a55f64843d277cfcba26ab4a11c,PennController,33,1,test,,PennController,34,_Trial_,Start,1587163711389.0,18274,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,beetles,insects,fishes,G,,cb,2,none,say
2903,2904,1587163729,1f091a55f64843d277cfcba26ab4a11c,PennController,33,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587163712610.0,18274,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,beetles,insects,fishes,G,,cb,2,none,say
2904,2905,1587163729,1f091a55f64843d277cfcba26ab4a11c,PennController,33,1,test,,PennController,34,_Trial_,End,1587163712611.0,18274,CB,8,Mismatching,Babies say that,Token,Category,T8,0.0,0,novice,beetles,insects,fishes,G,,cb,2,none,say
2974,2975,1587172772,0f51b94e3b7b6a2ba3c7b16211245b40,PennController,35,1,test,,PennController,36,_Trial_,Start,1587172685583.0,178004888,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,watermellon,fruits,insects,H,,cb,2,none,say
2975,2976,1587172772,0f51b94e3b7b6a2ba3c7b16211245b40,PennController,35,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587172688706.0,178004888,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,watermellon,fruits,insects,H,,cb,2,none,say
2976,2977,1587172772,0f51b94e3b7b6a2ba3c7b16211245b40,PennController,35,1,test,,PennController,36,_Trial_,End,1587172688707.0,178004888,CB,9,Matching,Babies say that,Token,Category,T9,0.0,1,novice,watermellon,fruits,insects,H,,cb,2,none,say
